,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model,A1_Expected_Annual_Damage,A1_Dike_Investment_Costs,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Dike_Investment_Costs,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Dike_Investment_Costs,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Dike_Investment_Costs,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Dike_Investment_Costs,A5_Expected_Number_of_Deaths,RfR Total Costs,Total_Expected_Annual_Damage,Total_Dike_Investment_Costs,Total_Expected_Number_of_Deaths
5580,101,173.2807688922958,1.0,0.4099429729719824,301.9854338973868,10.0,0.2968161073028325,236.45839001741675,1.0,0.0343926959069458,130.05712674408406,1.0,0.3007204482445913,192.1962157827778,1.5,0.0054809291773271,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5580,Base Case,dikesnet,1201590195.218594,0,0.6607155534104456,104824636.28798673,0,0.0766765131407545,2381774026.6677694,0,3.2233956562940422,0.0,0,0.0,70533482.79953296,0,0.0443420900397066,0.0,3758722340.973883,0,4.005129812884949
4727,107,124.03343928886864,1.0,0.3602760811286453,342.501354047835,1.5,0.3236908806943291,208.672896325015,1.5,0.0432263397856538,323.99533962862097,10.0,0.3287031520963512,221.43308472343384,10.0,0.3816477176531462,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4727,Base Case,dikesnet,1819569919.7164776,0,1.1941594795283803,25596497.75853628,0,0.02283956224644,1908246526.9594529,0,3.105715718224996,0.0,0,0.0,0.0,0,0.0,0.0,3753412944.4344654,0,4.322714759999816
5637,27,155.3350456440856,1.0,0.2951940798780055,192.25877486197507,10.0,0.3510566666954197,147.8123800800944,10.0,0.1398569782678704,71.15486802650085,1.5,0.5972937857132176,82.51923059987249,1.0,0.538956587003023,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637,Base Case,dikesnet,2929342012.325107,0,1.8154502371419523,8930147.301729554,0,0.0076397195573603,807445584.1229413,0,1.2439406932692392,0.0,0,0.0,0.0,0,0.0,0.0,3745717743.749778,0,3.067030649968552
4445,76,237.7076281105188,1.5,0.3585746122759726,251.75355179535583,1.0,0.6499292975005374,76.84628267913205,10.0,0.1207219085285157,200.862485832139,1.5,0.7850080332347844,40.26965644760365,1.5,0.837297069020462,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445,Base Case,dikesnet,1979323811.814535,0,1.391188697319782,0.0,0,0.0,1765608445.1324296,0,3.075732400535834,0.0,0,0.0,0.0,0,0.0,0.0,3744932256.946964,0,4.466921097855616
3968,90,346.2215957534968,1.5,0.318520649357253,146.0137961524546,1.5,0.1954872659371294,145.90661562384528,1.5,0.1163959894272263,43.27196515080405,10.0,0.7816426851443713,164.20678048558025,1.0,0.1203511609631758,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,Base Case,dikesnet,2406026466.3977785,0,1.7696022615986684,6949795.385986412,0,0.0068912842928122,1291771179.1415243,0,2.3413463015654448,0.0,0,0.0,0.0,0,0.0,0.0,3704747440.925289,0,4.117839847456925
4810,54,112.306733099463,10.0,0.3651666761231541,140.77440460307432,1.0,0.7083218367943019,49.41667922115184,10.0,0.0841822708091628,299.7478754460099,1.5,0.2469051401194926,169.5927663771584,1.5,0.5648965590079831,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4810,Base Case,dikesnet,1689557159.9039102,0,1.059225324118299,0.0,0,0.0,2001739639.1537628,0,3.1073787474863965,4125678.735187353,0,0.0017294446547247,0.0,0,0.0,0.0,3695422477.792861,0,4.16833351625942
5058,118,124.30278182313018,1.5,0.2986568275819712,186.51299101345157,10.0,0.5639600149319874,292.6068572150775,1.5,0.0990291386025998,144.05089656816102,1.5,0.1948114348728551,327.3952484026352,10.0,0.5603818950207513,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5058,Base Case,dikesnet,2435034018.4043274,0,1.7964342261358337,0.0,0,0.0,1259737907.4691465,0,2.3054324941788056,0.0,0,0.0,0.0,0,0.0,0.0,3694771925.873474,0,4.101866720314639
4194,97,270.1766055719088,10.0,0.3851256340840232,31.650693984679243,10.0,0.7993703673482814,164.17470034054412,1.0,0.1073764319321224,72.29159989645729,1.0,0.2391457591214632,257.9682715829019,10.0,0.8769166925585307,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4194,Base Case,dikesnet,1531936211.0868287,0,0.9089377973404515,0.0,0,0.0,2155252107.9765677,0,3.1566358081514028,0.0,0,0.0,0.0,0,0.0,0.0,3687188319.063396,0,4.065573605491855
7704,118,207.00802384632385,1.0,0.4502763521890944,50.12878533800386,1.0,0.0904642300433508,242.06413496850544,10.0,0.1346026704942436,110.61650916300384,1.5,0.7310725394995394,81.63124418632921,1.5,0.7572693002728437,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7704,Base Case,dikesnet,554793968.0306976,0,0.3379932476677977,965666552.2936112,0,0.7303364581930033,2145351666.4495285,0,3.13438155150096,0.0,0,0.0,0.0,0,0.0,0.0,3665812186.773837,0,4.202711257361761
9171,107,238.61040978214191,1.0,0.3580663485489964,226.333995603464,1.0,0.1480617731698282,46.8791828014171,10.0,0.1072104471052966,130.00056214170388,1.0,0.25812444566195,169.8352104800114,10.0,0.9711493606038546,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9171,Base Case,dikesnet,1862997584.236363,0,1.3792718922081644,113316968.27086142,0,0.1090205329223917,1670949759.2748084,0,3.0688658232167296,0.0,0,0.0,0.0,0,0.0,0.0,3647264311.782033,0,4.557158248347285
5464,87,153.4623811672325,10.0,0.4703330462550005,326.4276001937933,1.0,0.0520868315722564,118.81303690184788,10.0,0.0877987985602121,327.05758935101125,1.5,0.6245860252991225,255.6456477660941,1.5,0.5628219736803854,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464,Base Case,dikesnet,441666948.7396806,0,0.2635594201213832,1099200046.3358295,0,0.8052512882361313,2089902297.392426,0,2.879980885842964,0.0,0,0.0,0.0,0,0.0,0.0,3630769292.467937,0,3.948791594200479
4470,27,308.7398814501724,1.5,0.2705583291284666,101.07031252592724,1.0,0.5385753492209558,118.65770475806347,10.0,0.0111617096254929,315.80531185174766,1.5,0.3526379771407706,87.89778964451472,1.5,0.7631315590460453,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4470,Base Case,dikesnet,2183806653.579937,0,1.8154502371419523,0.0,0,0.0,1418326743.5391004,0,2.869656605264705,0.0,0,0.0,0.0,0,0.0,0.0,3602133397.1190376,0,4.6851068424066575
9318,7,266.05499374774314,1.0,0.2995539946475741,342.29589648183,1.5,0.1725231959836475,65.22434522280494,10.0,0.1259216303701523,151.71756781262044,1.5,0.9004390187697412,114.28485759252912,1.5,0.4743111897932354,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9318,Base Case,dikesnet,2830235109.2864666,0,1.807109155508624,1797122.2183619882,0,0.0014885303078232,765646919.7017709,0,1.1980495252395462,0.0,0,0.0,0.0,0,0.0,0.0,3597679151.206599,0,3.0066472110559936
5328,82,314.0177010455428,1.0,0.4001723219982146,233.06913669872432,10.0,0.8471241229045766,45.97551110789455,1.5,0.0975202681043189,30.83953901720275,10.0,0.6532873413175614,189.84494057316985,10.0,0.6423887890410672,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5328,Base Case,dikesnet,1192114861.2436223,0,0.6543436530544867,0.0,0,0.0,2365112432.1702776,0,3.1890385592309367,0.0,0,0.0,0.0,0,0.0,0.0,3557227293.4139,0,3.843382212285424
5282,102,218.8288690299133,10.0,0.3775497603015041,203.27494021516756,10.0,0.2015142986377993,309.68292494467005,1.0,0.0763667630029278,199.41155038310563,10.0,0.9033255404158578,136.59625724153454,1.5,0.6657571769034737,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5282,Base Case,dikesnet,1424097655.9787576,0,0.8985350986281819,119910429.7606464,0,0.0994202479886835,2003852033.0770545,0,3.1123711751814724,0.0,0,0.0,0.0,0,0.0,0.0,3547860118.8164587,0,4.110326521798338
1082,67,86.21668834185976,1.0,0.3636991397094524,189.48939490416475,1.5,0.7791975607730472,245.906721813196,10.0,0.0940641504742542,134.32616320499395,1.0,0.7452280902410154,77.67599427993531,1.5,0.1934741857433315,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,Base Case,dikesnet,1712728166.381327,0,1.210415848457307,0.0,0,0.0,1813561569.5001123,0,3.205595926030078,0.0,0,0.0,0.0,0,0.0,0.0,3526289735.881439,0,4.4160117744873855
1248,20,256.3137481250076,1.5,0.3999961567358814,207.76445851208,1.0,0.0649881252484554,166.58670029779293,10.0,0.0899704349546351,250.72460456823404,10.0,0.3082901321352,162.2327237643,10.0,0.9660571516052818,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,Base Case,dikesnet,917288912.4043392,0,0.6597824959115126,868449515.636156,0,0.7760312474513795,1731259707.3381398,0,2.983058138041496,0.0,0,0.0,0.0,0,0.0,0.0,3516998135.3786345,0,4.418871881404389
3898,45,176.69062477597507,1.5,0.3707785090007485,156.3594373397201,1.5,0.3955055753328035,40.60242468541173,10.0,0.1059237291668599,137.40470443263945,1.5,0.7387163831713166,178.15820138259187,10.0,0.9898837643899848,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3898,Base Case,dikesnet,1613767299.9638405,0,1.0885753622895993,0.0,0,0.0,1881649155.2396815,0,3.1367422347905087,0.0,0,0.0,0.0,0,0.0,0.0,3495416455.203522,0,4.2253175970801085
3860,132,254.25122314547576,10.0,0.3134167591861639,77.60362000916851,1.0,0.7525259053715736,341.10145517970614,1.0,0.0095010929482337,90.47382030465604,1.0,0.863022397928917,50.99716390910833,10.0,0.7644242773412647,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860,Base Case,dikesnet,2098474023.3139143,0,1.7848123893094596,0.0,0,0.0,1392596229.2738495,0,2.9061485037372483,0.0,0,0.0,0.0,0,0.0,0.0,3491070252.587764,0,4.690960893046708
1533,76,96.77228675541193,10.0,0.4693518320178862,42.149176963361086,10.0,0.1008436441781356,222.36839516827055,1.0,0.000382612466547,53.62875011012633,1.5,0.0363245934646595,249.74371327254835,1.5,0.643325333639743,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,Base Case,dikesnet,439043501.88415074,0,0.2616657721535755,838430073.0774643,0,0.6232751391145501,2203341212.479809,0,3.127926001607739,0.0,0,0.0,0.0,0,0.0,0.0,3480814787.441424,0,4.0128669128758645
9358,97,96.1155888334463,10.0,0.4037785056143801,322.0947228540393,1.5,0.303185567788993,68.01914711947619,10.0,0.1359344336985772,206.56142482063237,1.5,0.8884529441756921,83.38180282647087,1.5,0.0350186491157739,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9358,Base Case,dikesnet,1032928204.2964612,0,0.6596342727206804,123055376.00821204,0,0.1042509407722283,2034995714.954716,0,3.186977312522563,0.0,0,0.0,289485795.43961966,0,0.2246406047005141,0.0,3480465090.6990085,0,4.175503130715986
4564,29,257.7957516324251,1.5,0.4756688578217624,211.07518405387864,1.5,0.1169840067526192,168.02368552589255,10.0,0.0425522556639473,90.31429069084254,1.5,0.5493849483434762,266.49184555532804,1.0,0.2219202352928236,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4564,Base Case,dikesnet,373944774.5063081,0,0.2113413113335325,763872664.6322433,0,0.5397652587536226,2339067543.605795,0,3.1353326090265714,0.0,0,0.0,0.0,0,0.0,0.0,3476884982.744346,0,3.886439179113727
6528,54,349.4855238599188,1.5,0.3413958009960207,41.091295984583056,10.0,0.0485882287876192,332.62144998667145,1.5,0.0440246714977386,111.51478049678929,1.0,0.3893753344116006,330.0633166786706,10.0,0.3910379669998526,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6528,Base Case,dikesnet,1493170121.1085658,0,1.365827486940008,636261772.5324144,0,0.7267482115083372,1313009090.4032357,0,2.9391886930781177,0.0,0,0.0,0.0,0,0.0,0.0,3442440984.044216,0,5.031764391526464
8243,39,53.8717033196096,1.5,0.4215926563378108,265.0082173195953,10.0,0.2479320189799826,244.83297185433503,1.5,0.1363068149358416,153.6223977946472,1.5,0.8704225708928508,51.500236702592346,10.0,0.990675760959318,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8243,Base Case,dikesnet,1025408109.8959088,0,0.6537596376866535,343918488.2407184,0,0.2888039201408072,2054588968.866757,0,3.233913862865673,0.0,0,0.0,0.0,0,0.0,0.0,3423915567.0033846,0,4.176477420693134
911,98,239.9788752382877,1.0,0.2888065167831696,291.4252972320932,1.0,0.8058365110852542,323.1618357381288,1.5,0.0821026824565227,52.91247145129141,10.0,0.5285381570237401,303.3510535518329,10.0,0.3532970805341545,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,Base Case,dikesnet,2175076728.077301,0,1.8063636023981775,0.0,0,0.0,1243096895.9987586,0,2.519470516057811,0.0,0,0.0,0.0,0,0.0,0.0,3418173624.0760603,0,4.3258341184559885
7760,72,63.29314008143652,1.5,0.3782615810363696,34.644541366714925,10.0,0.3623226515457031,263.58724094140007,1.5,0.0386505906621949,185.34376912431537,1.5,0.905313560213882,308.8035304149858,1.5,0.984409502861812,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7760,Base Case,dikesnet,1522754670.783401,0,1.079038010872023,56439335.50489039,0,0.0551591060104761,1817216394.4263556,0,3.215057047507165,0.0,0,0.0,0.0,0,0.0,0.0,3396410400.714647,0,4.349254164389665
1712,91,319.9423532675917,1.0,0.4004452902426522,120.91430789492188,1.5,0.4766955434325429,298.2169914924067,1.5,0.0866768873534546,58.26685310809492,1.0,0.3172139945788191,46.45817311407858,10.0,0.091754188885289,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,Base Case,dikesnet,1140571810.609971,0,0.6656804763743873,0.0,0,0.0,2246774987.37026,0,3.2228598462678244,0.0,0,0.0,0.0,0,0.0,0.0,3387346797.980232,0,3.888540322642212
2338,38,296.92118334871503,1.5,0.3703371442285323,161.5687164715919,10.0,0.2250087016363474,203.4884072649339,1.5,0.0914597528405637,274.67369365261595,1.0,0.2563134881752772,284.41679621248863,1.5,0.4862244067495825,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338,Base Case,dikesnet,1500900570.0520835,0,1.0598993972954025,98798483.94700712,0,0.0921854562473998,1779329522.212046,0,3.112752412933287,0.0,0,0.0,0.0,0,0.0,0.0,3379028576.211137,0,4.264837266476089
8210,100,192.30088596885923,1.0,0.4461905091013954,149.10900886698192,1.5,0.3392842622106601,310.00799402269223,1.0,0.0608507591468233,105.14414204723552,10.0,0.5946799179318443,147.24875412058267,1.0,0.4670092718929586,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8210,Base Case,dikesnet,646098483.2244519,0,0.332574995708229,143122062.95857203,0,0.09728284558321,2589666161.472924,0,3.2445560113739766,0.0,0,0.0,0.0,0,0.0,0.0,3378886707.655948,0,3.674413852665416
3469,58,216.24861636680208,10.0,0.3437586996596387,147.6145885044441,10.0,0.2908431811713518,236.7079225338576,10.0,0.0319210125887829,111.16166001132952,10.0,0.9752898004940168,310.97293703044755,1.5,0.5915292684175278,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469,Base Case,dikesnet,1890596677.0448625,0,1.576416666498177,0.0,0,0.0,1474511754.5886214,0,3.0501997350479257,0.0,0,0.0,0.0,0,0.0,0.0,3365108431.633484,0,4.626616401546102
7360,101,118.81060838492472,10.0,0.3554847285848987,64.15350656582723,1.0,0.4521726406863603,155.53745219173584,1.0,0.0857061605486687,42.26142997529394,10.0,0.2954828058131158,315.46260854049854,1.0,0.923633863670002,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7360,Base Case,dikesnet,1766611647.7231717,0,1.3924633591702693,7191396.916287151,0,0.0078971169175721,1590414936.470295,0,3.123278426728979,0.0,0,0.0,0.0,0,0.0,0.0,3364217981.1097536,0,4.5236389028168205
4243,69,157.4700343167308,1.0,0.5604571776558678,146.16764957785978,1.5,0.1757785638759406,31.28227491521375,1.0,0.0135347441095738,133.4248020536117,1.5,0.4744217228414234,268.2531653678111,1.0,0.979826450138836,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,Base Case,dikesnet,198274618.02797443,0,0.1055169857836442,568914018.2910203,0,0.3799003645047556,2572821271.9472284,0,3.212396921441864,0.0,0,0.0,0.0,0,0.0,0.0,3340009908.266223,0,3.697814271730264
2258,10,262.65406864605285,1.0,0.3868105186175026,211.2536817849756,1.5,0.5653604093143615,58.51423395656114,1.5,0.0240372040619446,31.080583641024504,1.5,0.4298881430869468,121.5728123838185,1.0,0.4276212327445465,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258,Base Case,dikesnet,1310658265.5787144,0,0.8295971089966674,0.0,0,0.0,2025623655.569789,0,3.164526108699349,0.0,0,0.0,0.0,0,0.0,0.0,3336281921.148504,0,3.994123217696016
422,63,203.80664517379117,1.5,0.2940889061321534,35.229412019275344,1.0,0.4097981810793486,187.1525879743532,10.0,0.141623437847542,250.66684092522823,1.5,0.3462760347207378,300.1381988092079,10.0,0.6083892988185067,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,Base Case,dikesnet,2748669342.9962115,0,1.7790256451297737,0.0,0,0.0,587554375.0032347,0,0.9525794480409158,0.0,0,0.0,0.0,0,0.0,0.0,3336223717.9994464,0,2.731605093170689
53,93,230.36000295571685,1.0,0.3737313917083208,149.73885916535852,1.0,0.573982927728367,186.38810471485652,10.0,0.0871592116129842,278.88094756120773,1.0,0.0728086819694578,132.6142665424086,1.0,0.9786388161828352,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,Base Case,dikesnet,1516175591.7634895,0,1.073274249090828,0.0,0,0.0,1795960985.3369093,0,3.1576247627858245,10419955.0791829,0,0.0041294318112707,0.0,0,0.0,0.0,3322556532.179582,0,4.235028443687924
6636,123,262.4508681623645,10.0,0.4108432493898874,229.6573927385116,10.0,0.838746127694968,294.8556222152215,1.5,0.0340055250354683,293.62402625383373,10.0,0.0665534599383835,89.57182656615507,1.0,0.4186988421858609,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6636,Base Case,dikesnet,1115167753.848511,0,0.6701622344762406,0.0,0,0.0,2204391799.971636,0,3.2670922271298224,1370256.9807614037,0,0.0004906215210826,0.0,0,0.0,0.0,3320929810.800908,0,3.9377450831271457
8205,50,232.54796684781644,1.5,0.4431047962719918,56.24689323006969,1.0,0.2542689098409237,97.19658295320876,10.0,0.0290335589450614,213.5377226233061,10.0,0.2864096988760509,159.38357727668492,1.0,0.9088672079507534,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8205,Base Case,dikesnet,668614846.1443075,0,0.3954693940601527,377665676.1300836,0,0.2889555475832732,2271106369.040269,0,3.27604130732323,0.0,0,0.0,0.0,0,0.0,0.0,3317386891.31466,0,3.960466248966656
9138,61,266.9035771717731,10.0,0.3060612992560464,38.739058640223206,10.0,0.3801017685537117,77.89102688988622,1.0,0.1115503590595418,102.59884740297989,1.5,0.0475396820248687,99.285600301639,10.0,0.0629983054969738,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9138,Base Case,dikesnet,2089904364.8472924,0,1.77566181809234,0.0,0,0.0,1197950829.4197109,0,2.501938304834738,2312114.8576881075,0,0.0009692770660485,0.0,0,0.0,0.0,3290167309.124691,0,4.278569399993127
5948,66,182.4595856394666,1.5,0.2764815532254458,189.87885199243857,10.0,0.5239081914619673,112.97112568919276,1.0,0.0791679338076939,300.440204353359,1.0,0.6272720455610403,50.07358860916917,1.0,0.6977635593365169,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5948,Base Case,dikesnet,2381006509.9549336,0,1.7380235452436494,0.0,0,0.0,893677594.0259566,0,1.6158506518308589,0.0,0,0.0,0.0,0,0.0,0.0,3274684103.9808903,0,3.353874197074508
1037,89,345.67702787578713,1.0,0.4232696228509539,303.53576823882327,1.0,0.1985122823433251,322.3442192864237,1.5,0.0998570442996409,272.20135264516296,10.0,0.8575379082398679,67.19789678009063,1.0,0.5453737977204228,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,Base Case,dikesnet,986960011.426909,0,0.661230167789089,323726699.8559668,0,0.2829787634514028,1951781754.625812,0,3.2150796309295147,0.0,0,0.0,0.0,0,0.0,0.0,3262468465.908688,0,4.159288562170007
3825,105,217.59905792808752,10.0,0.4202394247652782,48.40332977346333,10.0,0.8417130226176651,252.6813957970317,1.0,0.0694722248756948,209.89999146596205,1.0,0.8159239875632484,258.2276687618707,1.0,0.112407263369507,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,Base Case,dikesnet,1090516818.232405,0,0.6643552350521562,0.0,0,0.0,2170287203.326477,0,3.265328941143116,0.0,0,0.0,0.0,0,0.0,0.0,3260804021.5588818,0,3.929684176195272
7307,120,96.83468984927109,1.0,0.3115557588757035,79.99146881625524,10.0,0.3377166501267832,282.9313541972272,1.5,0.1454654347720024,66.78890662352578,1.0,0.7575396546791848,250.4811337900752,1.5,0.8705609828909524,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7307,Base Case,dikesnet,2083421081.6205792,0,1.7687402522716082,45414464.9204413,0,0.0536109785717687,1130858618.5105536,0,2.4148207944729263,0.0,0,0.0,0.0,0,0.0,0.0,3259694165.051574,0,4.237172025316303
9396,57,307.15757649730307,1.0,0.3930786452731483,36.34455560487289,1.5,0.4062272228879018,117.25456852456917,1.0,0.0441195530225362,193.84414754530928,1.5,0.8107013162316055,277.2986700928828,1.5,0.1075890285175828,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9396,Base Case,dikesnet,1085511274.549807,0,0.6484164011337146,9657008.247070352,0,0.0078619973395288,2159936190.088496,0,3.167164708827795,0.0,0,0.0,0.0,0,0.0,0.0,3255104472.885373,0,3.8234431073010384
3777,80,159.04149775820838,1.5,0.3566519194385358,147.7207148501967,10.0,0.074394744965094,133.86593202876537,1.5,0.0456551178056453,106.14675167598,1.0,0.1812719637963175,50.933767331441565,1.0,0.107612655566699,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777,Base Case,dikesnet,1288996991.238053,0,1.184955268677087,631457795.8493376,0,0.7285304103382254,1327039648.092871,0,2.9886333845261466,0.0,0,0.0,0.0,0,0.0,0.0,3247494435.1802616,0,4.902119063541459
