0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A3ExpectedAnnualDamage,A3ExpectedNumberofDeaths,A3DikeInvestmentCosts,A5ExpectedAnnualDamage,A5ExpectedNumberofDeaths,A5DikeInvestmentCosts,Total_Dike_Investment,Total_Expected_Annual_Damage,Total_Expected_Number_of_Deaths,Policy Name,Urban Damages Ratio,Urban Deaths Ratio,Urban Damages Ratio Exceeded,Urban Deaths Ratio Exceeded
1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,2,5,5,5,3,8,4,4,9,7,9,7,4,0,1,0,0.0,0.0,4615833864.757759,82672941.62046608,0.0088504799089892,36676675.840294495,15113091166.102797,96218874.29905444,0.0106447347444788,s4842_p128,0.8592175103141746,0.8314420341549382,False,False
0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,3,2,2,4,2,5,4,5,0,1,4,4,3,0,2,1,13048719.86657951,0.0020567839724667,220055245.752236,270097737.5197408,0.0245606855048566,109499731.57958443,2892463581.134037,331306049.0922671,0.0316216640009852,s4842_p129,0.8546371494335905,0.8417479066406502,False,False
1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,3,4,3,4,2,5,0,7,1,0,0,6,4,9,3,1,0.0,0.0,435650411.4813284,0.0,0.0,1803415833.6806948,4653307894.823982,47504355.40619937,0.0049066753384098,s4842_p132,0.0,0.0,False,False
0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,4,3,5,4,1,6,7,0,4,3,9,2,0,2,2,0.0,0.0,672655884.368223,123712501.86156936,0.0969846889112544,139585453.35466468,5736498432.16796,142329249.31571713,0.1124302553950716,s4842_p133,0.8691994263747448,0.862620907250076,False,False
1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,3,7,4,4,2,2,7,5,2,0,0,1,4,0,2,7,0.0,0.0,255765802.7164687,163621827.4726653,0.0149392487420805,752269473.1776003,6791158073.945634,256538281.3149143,0.0242900162681581,s4842_p134,0.6378066721036884,0.6150365885783466,False,False
0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,3,3,6,1,3,1,0,3,2,4,2,2,1,1,1,6,20876030.387361147,0.0038891489669887,376619698.824788,186518287.50594348,0.0174265689615639,539304676.8817291,2753154075.563282,243901939.6706916,0.0248826782800803,s4842_p135,0.8503184442621555,0.8566488578368506,False,False
0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,2,3,1,3,2,2,6,5,3,3,4,1,2,3,3,0.0,0.0,1077282750.8307848,48282794.84317159,0.0411262036901982,396303009.5967358,2644843461.362929,73529870.4253389,0.0629556543039091,s4842_p136,0.6566419138763097,0.653256711329971,False,False
0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,2,6,3,2,2,5,6,5,1,6,1,1,2,0,0.0,0.0,1658503873.165432,56655713.25647789,0.0158095684091535,105495938.72046074,3575387316.975449,73365477.27600858,0.0210657253555001,s4842_p138,0.7722394150498495,0.7504877302991013,False,False
0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,7,4,5,0,5,6,5,2,0,5,5,5,2,1,2,3241232.7621720503,0.0005258445320571,255765802.7164687,157421691.61620522,0.0128466836186997,205801211.7865233,7733213245.059841,449997678.7242764,0.0417748105625573,s4842_p141,0.35703056254389925,0.3201098453990974,False,False
1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,2,1,4,2,4,1,2,1,3,4,5,4,2,2,0,147180128.9756357,0.078640060033637,196003541.019055,29710358.81732057,0.0072943783985128,139585453.35466468,2081562313.4234023,225050079.49890316,0.1009470220031355,s4842_p143,0.7860050002507039,0.8512825512522855,False,False
0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2,3,6,1,3,1,10,5,3,7,0,1,1,2,0,0.0,0.0,2770573325.5891104,22304646.97313344,0.0150154616006961,105495938.72046074,5380354477.828807,88813371.68296316,0.0697551317895604,s4842_p145,0.2511406396410022,0.21525959761634805,False,False
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,2,2,3,2,3,1,1,0,4,6,6,5,6,1,3,6,201275740.5182937,0.0469788129773118,551511590.9801772,0.0,0.0,786957993.8781652,3644551945.097196,219222725.2168724,0.0491512224237746,s4842_p146,0.9181335571810627,0.9558015174529617,False,False
0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,3,1,0,2,4,2,1,10,1,1,6,3,6,0,2,1,0.0,0.0,1447993064.9395046,132629037.24704272,0.0123865447523275,109499731.57958443,3285976139.9606404,137960458.50921798,0.0129660057549172,s4842_p147,0.9613554396688306,0.9553092129108498,False,False
0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,4,3,2,6,6,6,5,4,7,2,0,3,0,0.0,0.0,2010106202.7963448,30412658.78347706,0.0089003139420703,90999229.1305994,5039867048.213806,43958591.46206542,0.0132065255472454,s4842_p151,0.6918478907524146,0.6739330424364882,False,False
1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,3,7,4,4,5,2,5,1,0,4,0,4,5,7,0,0.0,0.0,220055245.752236,0.0,0.0,1364701273.3494463,6553409793.519458,5303061.116239234,0.0017198645799348,s4842_p152,0.0,0.0,False,False
1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,2,1,5,1,7,1,0,1,3,4,1,4,1,2,0,1444682353.2674274,1.988630917629948,108471584.05375126,549151.5080559051,0.0003662924852076,105495938.72046074,2739140945.3191257,1587533796.822733,2.108346861648948,s4842_p153,0.9103626692344747,0.9433918328597751,False,False
0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,4,2,7,2,5,1,3,1,6,7,0,8,0,3,0,20659403.076067585,0.0265652599590002,564617427.2059604,67359532.37157896,0.0536221184093191,90999229.1305994,6256409457.3093815,135523290.85384592,0.1210763395217351,s4842_p162,0.6494746024325067,0.6622877655953945,False,False
0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,2,3,7,1,3,3,5,4,3,6,3,3,1,2,0,0.0,0.0,694919738.8728082,109315751.97166257,0.0742624549981473,105495938.72046074,4498543787.716255,188577955.4396871,0.1397000198326682,s4842_p165,0.5796846811536518,0.5315851428446353,False,False
1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,2,6,3,3,2,6,0,6,0,2,5,5,6,1,1,0,0.0,0.0,350755984.112798,238739270.8088904,0.026203930038852,80062858.44864091,4389761750.203609,286898862.51483727,0.0324591731934294,s4842_p166,0.8321373905640486,0.8072888943504073,False,False
1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,2,5,5,5,4,9,7,4,4,0,9,5,4,6,3,7,0.0,0.0,301485833.08746815,0.0,0.0,2827353740.402635,21735337843.26704,1989289.082393088,0.000266674340405,s4842_p167,0.0,0.0,False,False
0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,4,6,3,2,2,4,6,3,7,1,1,1,1,2,2238558.8320009774,0.0036893585988396,912892699.64303,53969995.297948405,0.0383212892277554,161471684.02738547,3515978686.223462,92497842.64124452,0.0728882492932363,s4842_p168,0.6076742173107306,0.5763706528000446,False,False
1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,3,6,7,7,4,3,4,4,1,1,6,5,3,1,0,0,56609788.84469049,0.0102790801136478,225016259.22587368,148518905.92640066,0.0126528982305794,36676675.840294495,15020234360.044428,216738655.52794635,0.0241905532965002,s4842_p170,0.946433363589089,0.9479724611154271,False,False
0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,2,7,5,5,4,2,2,6,1,6,4,6,2,0,3,0,0.0,0.0,1052739736.7964728,108930758.1889466,0.0131609168098855,90999229.1305994,7906310320.077454,114191279.0862818,0.0138659530341285,s4842_p175,0.9539323761023781,0.9491534247586385,False,False
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,6,0,0,3,5,1,2,3,0,5,5,10,3,2,1,25819213.138301387,0.0145469248541522,138463350.06795326,35295198.46767345,0.0106460006634285,272257350.0721013,7156314726.93596,72352761.65527253,0.0287704501316616,s4842_p177,0.8446728253049519,0.8756528105153325,False,False
1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,3,6,0,1,4,3,6,4,1,0,0,2,5,1,3,0,92946657.52580746,0.0162475629928595,158308603.12830377,122031575.22544596,0.0122759969361446,144322995.51960927,3898887907.13434,226650112.4072135,0.0297956120176694,s4842_p178,0.9485026522511064,0.9573074019116994,False,False
0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,3,6,0,2,4,3,1,10,0,1,0,2,6,0,2,1,0.0,0.0,1265206395.8040638,132003728.4337793,0.0123154689164651,109499731.57958443,3304408223.2161574,143613689.19063452,0.013574043868738,s4842_p183,0.9191583976270952,0.9072807658172161,False,False
0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,2,2,3,3,1,1,4,1,0,3,2,1,1,1,1,4898622.214939761,0.0023086607060662,158308603.12830377,79058982.23545437,0.0211016634104417,131385962.25230522,1303789761.9977486,107582197.71494164,0.0304048640706238,s4842_p185,0.7804042512019961,0.7699532568910973,False,False
0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,5,7,5,1,1,1,0,7,2,4,2,5,3,1,0,390289073.40314966,0.6069988768604517,485621587.43911296,0.0,0.0,151711207.5920318,7198209589.903971,527865939.4737469,0.7115803941086419,s4842_p187,0.7393715794435349,0.8530292316735429,False,False
1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,2,1,1,7,0,5,2,0,1,0,6,5,5,0,0,2,1234250555.1054354,0.2517964039950175,28798397.130608942,0.0,0.0,58176627.77592012,3318477072.0528297,1404366427.6570468,0.2725436383195221,s4842_p189,0.8788664630530783,0.9238755508936842,False,False
1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,4,6,1,2,5,4,5,3,7,1,10,0,0,3,0.0,0.0,707689473.8872488,123566691.3227043,0.0810515117517861,90999229.1305994,6848866431.351569,197680468.32673156,0.1408734285938303,s4842_p190,0.625082955178303,0.5753498907553091,False,False
1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,2,1,5,1,4,1,0,4,3,4,1,4,1,2,0,727796799.7635324,1.12344538064684,233802396.0135758,12698463.922399469,0.0085704882742866,105495938.72046074,1928897148.473787,889804342.4304742,1.256322962336463,s4842_p191,0.8322001010506321,0.9010548265518011,False,False
1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,2,1,5,1,7,1,0,6,3,7,1,4,1,2,0,698943767.9725207,1.08591804241554,414154069.40853775,24042468.100660555,0.0162193808798315,105495938.72046074,3330338829.656697,865288528.120431,1.2214870748291646,s4842_p192,0.8355435355691622,0.9022915149957805,False,False
1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,7,1,0,1,1,4,1,5,0,6,2,1,1,0,0,262900263.4564608,0.4088768441630186,210198875.0877109,56266954.90144428,0.0372595424568748,36676675.840294495,2201216288.99362,469047712.6770495,0.5612345269778137,s4842_p193,0.6804578931560834,0.7949197085615685,False,False
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2,3,4,1,4,6,0,2,1,7,1,5,0,3,0,304424211.85643,0.459880137761915,84513741.32644606,1098303.0161118102,0.0007325849704152,90999229.1305994,3581422239.556882,365208367.7896304,0.5106521514262414,s4842_p197,0.8365704124515865,0.9020087772975163,False,False
1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,3,1,7,0,0,5,4,1,1,4,7,3,5,1,6,0,585431445.3522174,0.1004687719895384,205481553.13680324,0.0,0.0,424898508.1002616,3787984122.8024273,759795411.3472402,0.1175903892328304,s4842_p198,0.770511951782063,0.8543961172762938,False,False
1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,6,5,10,2,6,2,4,3,4,5,2,6,3,3,0,0.0,0.0,564154495.3314669,0.0,0.0,241632925.13513744,28126276707.927845,64122670.74930343,0.0555132699227001,s4842_p199,0.0,0.0,False,False
0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,3,7,10,1,4,3,7,3,1,5,9,2,1,1,1,1,9503801.51388386,0.0018020888870172,415300404.1222959,90641015.13457192,0.0082141975886863,131385962.25230522,18988587137.188416,105405337.545791,0.0105803154550978,s4842_p202,0.9500924619206319,0.9466907218609877,False,False
1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,5,3,1,2,7,6,4,3,0,9,6,4,0,1,0,0.0,0.0,233802396.0135758,55539961.06398831,0.0364668183106961,36676675.840294495,7607682381.064509,104012174.5070216,0.0785625095433014,s4842_p203,0.5339755786015121,0.464175833010994,False,False
0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,3,2,0,1,3,2,1,2,1,0,7,7,5,6,5,0,498159807.7474834,0.0849502061312422,84513741.32644606,0.0,0.0,919361965.9246992,3669651089.5626354,534449096.2587785,0.0886555183072391,s4842_p204,0.9320996353715902,0.9582055099699942,False,False
1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,3,3,1,1,3,2,6,4,5,5,2,7,2,0,1,1,0.0,0.0,1097747539.9853292,173095722.65651128,0.015460883956537,80062858.44864091,3776220101.561485,189805486.676042,0.0172129362719859,s4842_p205,0.9119637460846917,0.8982130481537673,False,False
1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,2,9,4,7,5,3,4,5,6,1,4,5,3,1,0,1,31121084.115179148,0.0080641399610471,867976124.6337643,130198432.1689088,0.0140153165848185,80062858.44864091,15962497324.25384,166792738.27594328,0.0228423628570914,s4842_p206,0.9671854899174305,0.9666012524186413,False,False
